Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
102543,1 Decembrie,1743000,1202.4,1202.4,4008,4008,16032,801.6,1202.4,4008
102570,Domnesti,1744000,1272.6,1272.6,4242,4242,16968,848.4,1272.6,4242
102605,Dragomiresti-Vale,1745000,733.35,733.35,2444.5,2444.5,9778,488.9,733.35,2444.5
102641,Dragoesti,1746000,140.7,140.7,469,469,1876,93.8,140.7,469
102703,Dridu,1747000,498.75,498.75,1662.5,1662.5,6650,332.5,498.75,1662.5
102749,Oras Fierbinti-Targ,1748000,696.45,696.45,2321.5,2321.5,9286,464.3,696.45,2321.5
102794,Floresti-Stoenesti,1749000,1290.15,1290.15,4300.5,4300.5,17202,860.1,1290.15,4300.5
102838,Frasinet,1750000,256.95,256.95,856.5,856.5,3426,171.3,256.95,856.5
102909,Fratesti,1751000,790.2,790.2,2634,2634,10536,526.8,790.2,2634
102945,Frumusani,1752000,745.5,745.5,2485,2485,9940,497,745.5,2485
103014,Fundeni,1753000,730.05,730.05,2433.5,2433.5,9734,486.7,730.05,2433.5
103032,Oras Fundulea,1754000,1014.75,1014.75,3382.5,3382.5,13530,676.5,1014.75,3382.5
103087,Gaiseni,1755000,826.35,826.35,2754.5,2754.5,11018,550.9,826.35,2754.5
103130,Ganeasa,1756000,770.4,770.4,2568,2568,10272,513.6,770.4,2568
103194,Gaujani,1757000,352.95,352.95,1176.5,1176.5,4706,235.3,352.95,1176.5
103238,Ghimpati,1758000,856.8,856.8,2856,2856,11424,571.2,856.8,2856
103283,Garbovi,1759000,580.2,580.2,1934,1934,7736,386.8,580.2,1934
103309,Gogosari,1760000,268.35,268.35,894.5,894.5,3578,178.9,268.35,894.5
103354,Gostinu,1761000,286.95,286.95,956.5,956.5,3826,191.3,286.95,956.5
103372,Gostinari,1762000,349.35,349.35,1164.5,1164.5,4658,232.9,349.35,1164.5
103407,Gradinari,1763000,491.25,491.25,1637.5,1637.5,6550,327.5,491.25,1637.5
103443,Gradistea,1764000,469.95,469.95,1566.5,1566.5,6266,313.3,469.95,1566.5
103470,Greaca,1765000,346.2,346.2,1154,1154,4616,230.8,346.2,1154
103513,Gruiu,1766000,1030.8,1030.8,3436,3436,13744,687.2,1030.8,3436
103568,Gurbanesti,1767000,178.5,178.5,595,595,2380,119,178.5,595
103639,Hotarele,1768000,530.25,530.25,1767.5,1767.5,7070,353.5,530.25,1767.5
103693,Iepuresti,1769000,289.5,289.5,965,965,3860,193,289.5,965
103764,Ileana,1770000,484.95,484.95,1616.5,1616.5,6466,323.3,484.95,1616.5
103862,Ion Roata,1771000,562.5,562.5,1875,1875,7500,375,562.5,1875
103899,Izvoarele,1772000,525.3,525.3,1751,1751,7004,350.2,525.3,1751
103960,Jilavele,1773000,519,519,1730,1730,6920,346,519,1730
103997,Joita,1774000,525.6,525.6,1752,1752,7008,350.4,525.6,1752
104047,Letca Noua,1775000,511.05,511.05,1703.5,1703.5,6814,340.7,511.05,1703.5
104083,Luica,1776000,319.95,319.95,1066.5,1066.5,4266,213.3,319.95,1066.5
104118,Mihai Bravu,1777000,367.65,367.65,1225.5,1225.5,4902,245.1,367.65,1225.5
104136,Oras Mihailesti,1778000,1140.75,1140.75,3802.5,3802.5,15210,760.5,1140.75,3802.5
104181,Manastirea,1779000,832.5,832.5,2775,2775,11100,555,832.5,2775
104225,Marsa,1780000,414.3,414.3,1381,1381,5524,276.2,414.3,1381
104243,Moara Vlasiei,1781000,927.6,927.6,3092,3092,12368,618.4,927.6,3092
104270,Movilita,1782000,383.4,383.4,1278,1278,5112,255.6,383.4,1278
104323,Nana,1783000,360.75,360.75,1202.5,1202.5,4810,240.5,360.75,1202.5
104341,Nicolae Balcescu,1784000,244.05,244.05,813.5,813.5,3254,162.7,244.05,813.5
104387,Niculesti,1785000,648.6,648.6,2162,2162,8648,432.4,648.6,2162
104421,Nuci,1786000,423,423,1410,1410,5640,282,423,1410
104485,Ogrezeni,1787000,707.25,707.25,2357.5,2357.5,9430,471.5,707.25,2357.5
104519,Oinacu,1788000,494.7,494.7,1649,1649,6596,329.8,494.7,1649
104546,Peris,1789000,1087.05,1087.05,3623.5,3623.5,14494,724.7,1087.05,3623.5
104582,Petrachioaia,1790000,496.2,496.2,1654,1654,6616,330.8,496.2,1654
104635,Plataresti,1791000,529.5,529.5,1765,1765,7060,353,529.5,1765
104680,Prundu,1792000,640.35,640.35,2134.5,2134.5,8538,426.9,640.35,2134.5
104715,Putineiu,1793000,352.5,352.5,1175,1175,4700,235,352.5,1175
104751,Radovanu,1794000,611.25,611.25,2037.5,2037.5,8150,407.5,611.25,2037.5
104788,Rasuceni,1795000,348.45,348.45,1161.5,1161.5,4646,232.3,348.45,1161.5
104831,Roata De Jos,1796000,1208.55,1208.55,4028.5,4028.5,16114,805.7,1208.55,4028.5
104886,Sarulesti,1797000,444.15,444.15,1480.5,1480.5,5922,296.1,444.15,1480.5
104975,Schitu,1798000,256.2,256.2,854,854,3416,170.8,256.2,854
105026,Sinesti,1799000,407.85,407.85,1359.5,1359.5,5438,271.9,407.85,1359.5
105106,Singureni,1800000,454.8,454.8,1516,1516,6064,303.2,454.8,1516
105142,Slobozia Moara,1801000,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5
105160,Snagov,1802000,1119.3,1119.3,3731,3731,14924,746.2,1119.3,3731
105222,Sohatu,1803000,404.85,404.85,1349.5,1349.5,5398,269.9,404.85,1349.5
105259,Spantov,1804000,713.7,713.7,2379,2379,9516,475.8,713.7,2379
105295,Stanesti,1805000,395.7,395.7,1319,1319,5276,263.8,395.7,1319
105348,Stoenesti,1806000,298.95,298.95,996.5,996.5,3986,199.3,298.95,996.5
105384,Soldanu,1807000,512.85,512.85,1709.5,1709.5,6838,341.9,512.85,1709.5
105419,Stefanestii De Jos,1808000,1015.8,1015.8,3386,3386,13544,677.2,1015.8,3386
105455,Tamadau Mare,1809000,375.3,375.3,1251,1251,5004,250.2,375.3,1251
105534,Tartasesti,1810000,767.7,767.7,2559,2559,10236,511.8,767.7,2559
105570,Tunari,1811000,825,825,2750,2750,11000,550,825,2750
105605,Ulmeni,1812000,759.75,759.75,2532.5,2532.5,10130,506.5,759.75,2532.5
105623,Ulmi,1813000,1116.3,1116.3,3721,3721,14884,744.2,1116.3,3721
105712,Valea Argovei,1814000,370.8,370.8,1236,1236,4944,247.2,370.8,1236
105776,Valea Dragului,1815000,430.35,430.35,1434.5,1434.5,5738,286.9,430.35,1434.5
105794,Valea Macrisului,1816000,268.65,268.65,895.5,895.5,3582,179.1,268.65,895.5
105829,Vasilati,1817000,660.6,660.6,2202,2202,8808,440.4,660.6,2202
105874,Varasti,1818000,888.15,888.15,2960.5,2960.5,11842,592.1,888.15,2960.5
105909,Vedea,1819000,409.05,409.05,1363.5,1363.5,5454,272.7,409.05,1363.5
105936,Vidra,1820000,1260.15,1260.15,4200.5,4200.5,16802,840.1,1260.15,4200.5
105972,Vanatorii Mici,1821000,701.55,701.55,2338.5,2338.5,9354,467.7,701.55,2338.5
106318,Municipiul Baia Mare,1822000,22184.55,22184.55,73948.5,73948.5,295794,14789.7,22184.55,73948.5
106363,Grosi,1823000,420,420,1400,1400,5600,280,420,1400
106407,Recea,1824000,923.1,923.1,3077,3077,12308,615.4,923.1,3077
106461,Oras Tautii-Magheraus,1825000,1207.65,1207.65,4025.5,4025.5,16102,805.1,1207.65,4025.5
106559,Municipiul Sighetu Marmatiei,1826000,6621.75,6621.75,22072.5,22072.5,88290,4414.5,6621.75,22072.5
106620,Sarasau,1827000,413.1,413.1,1377,1377,5508,275.4,413.1,1377
106648,Vadu Izei,1828000,431.85,431.85,1439.5,1439.5,5758,287.9,431.85,1439.5
106684,Oras Baia Sprie,1829000,2563.65,2563.65,8545.5,8545.5,34182,1709.1,2563.65,8545.5
106746,Oras Borsa,1830000,4482.15,4482.15,14940.5,14940.5,59762,2988.1,4482.15,14940.5
106782,Oras Cavnic,1831000,788.25,788.25,2627.5,2627.5,10510,525.5,788.25,2627.5
106817,Oras Targu Lapus,1832000,1982.85,1982.85,6609.5,6609.5,26438,1321.9,1982.85,6609.5
106979,Oras Viseu De Sus,1833000,2725.65,2725.65,9085.5,9085.5,36342,1817.1,2725.65,9085.5
107001,Ardusat,1834000,414.6,414.6,1382,1382,5528,276.4,414.6,1382
107047,Arinis,1835000,155.25,155.25,517.5,517.5,2070,103.5,155.25,517.5
107083,Asuaju De Sus,1836000,198.6,198.6,662,662,2648,132.4,198.6,662
107118,Baita De Sub Codru,1837000,281.25,281.25,937.5,937.5,3750,187.5,281.25,937.5
107154,Baiut,1838000,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5
107190,Basesti,1839000,211.35,211.35,704.5,704.5,2818,140.9,211.35,704.5
107234,Bicaz,1840000,157.8,157.8,526,526,2104,105.2,157.8,526
107270,Bistra,1841000,653.55,653.55,2178.5,2178.5,8714,435.7,653.55,2178.5
107314,Barsana,1842000,708.3,708.3,2361,2361,9444,472.2,708.3,2361
107350,Bocicoiu Mare,1843000,676.2,676.2,2254,2254,9016,450.8,676.2,2254
107403,Bogdan Voda,1844000,457.8,457.8,1526,1526,6104,305.2,457.8,1526
107430,Boiu Mare,1845000,168.9,168.9,563,563,2252,112.6,168.9,563
107485,Botiza,1846000,388.5,388.5,1295,1295,5180,259,388.5,1295
107519,Budesti,1847000,462.75,462.75,1542.5,1542.5,6170,308.5,462.75,1542.5
107546,Calinesti,1848000,474,474,1580,1580,6320,316,474,1580
107582,Cernesti,1849000,550.65,550.65,1835.5,1835.5,7342,367.1,550.65,1835.5
107662,Cicarlau,1850000,627.9,627.9,2093,2093,8372,418.6,627.9,2093
107715,Campulung La Tisa,1851000,376.5,376.5,1255,1255,5020,251,376.5,1255
107733,Copalnic-Manastur,1852000,849.45,849.45,2831.5,2831.5,11326,566.3,849.45,2831.5
107868,Coroieni,1853000,359.7,359.7,1199,1199,4796,239.8,359.7,1199
107920,Cupseni,1854000,523.35,523.35,1744.5,1744.5,6978,348.9,523.35,1744.5
107975,Desesti,1855000,355.65,355.65,1185.5,1185.5,4742,237.1,355.65,1185.5
108017,Oras Dragomiresti,1856000,489.3,489.3,1631,1631,6524,326.2,489.3,1631
108035,Dumbravita,1857000,649.65,649.65,2165.5,2165.5,8662,433.1,649.65,2165.5
108106,Farcasa,1858000,588,588,1960,1960,7840,392,588,1960
108151,Giulesti,1859000,481.8,481.8,1606,1606,6424,321.2,481.8,1606
108204,Ieud,1860000,659.4,659.4,2198,2198,8792,439.6,659.4,2198
108222,Lapus,1861000,555.6,555.6,1852,1852,7408,370.4,555.6,1852
108240,Leordina,1862000,365.25,365.25,1217.5,1217.5,4870,243.5,365.25,1217.5
108268,Miresu Mare,1863000,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5
108348,Moisei,1864000,1394.25,1394.25,4647.5,4647.5,18590,929.5,1394.25,4647.5
108366,Oarta De Jos,1865000,177.45,177.45,591.5,591.5,2366,118.3,177.45,591.5
108400,Ocna Sugatag,1866000,627.9,627.9,2093,2093,8372,418.6,627.9,2093
108455,Petrova,1867000,374.25,374.25,1247.5,1247.5,4990,249.5,374.25,1247.5
108473,Poienile De Sub Munte,1868000,1539.15,1539.15,5130.5,5130.5,20522,1026.1,1539.15,5130.5
108491,Remetea Chioarului,1869000,431.7,431.7,1439,1439,5756,287.8,431.7,1439
108552,Remeti,1870000,482.55,482.55,1608.5,1608.5,6434,321.7,482.55,1608.5
108598,Repedea,1871000,744.3,744.3,2481,2481,9924,496.2,744.3,2481
108614,Rona De Jos,1872000,306.6,306.6,1022,1022,4088,204.4,306.6,1022
108632,Rona De Sus,1873000,691.5,691.5,2305,2305,9220,461,691.5,2305
108669,Rozavlea,1874000,479.85,479.85,1599.5,1599.5,6398,319.9,479.85,1599.5
108696,Ruscova,1875000,843.3,843.3,2811,2811,11244,562.2,843.3,2811
108712,Satulung,1876000,889.35,889.35,2964.5,2964.5,11858,592.9,889.35,2964.5
108794,Sacalaseni,1877000,343.8,343.8,1146,1146,4584,229.2,343.8,1146
108874,Sacel,1878000,523.05,523.05,1743.5,1743.5,6974,348.7,523.05,1743.5
108892,Oras Salistea De Sus,1879000,771.15,771.15,2570.5,2570.5,10282,514.1,771.15,2570.5
108918,Salsig,1880000,247.2,247.2,824,824,3296,164.8,247.2,824
108945,Sapanta,1881000,476.7,476.7,1589,1589,6356,317.8,476.7,1589
108963,Oras Seini,1882000,1440.75,1440.75,4802.5,4802.5,19210,960.5,1440.75,4802.5
109005,Stramtura,1883000,553.95,553.95,1846.5,1846.5,7386,369.3,553.95,1846.5
109041,Suciu De Sus,1884000,602.25,602.25,2007.5,2007.5,8030,401.5,602.25,2007.5
109096,Sisesti,1885000,818.55,818.55,2728.5,2728.5,10914,545.7,818.55,2728.5
109176,Oras Somcuta Mare,1886000,1199.85,1199.85,3999.5,3999.5,15998,799.9,1199.85,3999.5
109265,Oras Ulmeni,1887000,1133.7,1133.7,3779,3779,15116,755.8,1133.7,3779
109354,Valea Chioarului,1888000,311.7,311.7,1039,1039,4156,207.8,311.7,1039
109425,Vima Mica,1889000,220.05,220.05,733.5,733.5,2934,146.7,220.05,733.5
109504,Viseu De Jos,1890000,775.95,775.95,2586.5,2586.5,10346,517.3,775.95,2586.5
109773,Municipiul Drobeta-Turnu Severin,1891000,16459.5,16459.5,54865,54865,219460,10973,16459.5,54865
109826,Simian,1892000,1541.7,1541.7,5139,5139,20556,1027.8,1541.7,5139
109924,Oras Baia De Arama,1893000,839.4,839.4,2798,2798,11192,559.6,839.4,2798
110027,Obarsia-Closani,1894000,155.4,155.4,518,518,2072,103.6,155.4,518
110063,Municipiul Orsova,1895000,1940.85,1940.85,6469.5,6469.5,25878,1293.9,1940.85,6469.5
110116,Oras Strehaia,1896000,1710.75,1710.75,5702.5,5702.5,22810,1140.5,1710.75,5702.5
110232,Oras Vanju Mare,1897000,882.6,882.6,2942,2942,11768,588.4,882.6,2942
110296,Bala,1898000,572.7,572.7,1909,1909,7636,381.8,572.7,1909
110456,Balta,1899000,155.7,155.7,519,519,2076,103.8,155.7,519
110535,Balacita,1900000,414,414,1380,1380,5520,276,414,1380
110571,Bacles,1901000,283.35,283.35,944.5,944.5,3778,188.9,283.35,944.5
110688,Balvanesti,1902000,136.95,136.95,456.5,456.5,1826,91.3,136.95,456.5
110740,Breznita-Motru,1903000,215.4,215.4,718,718,2872,143.6,215.4,718
110820,Breznita-Ocol,1904000,600.6,600.6,2002,2002,8008,400.4,600.6,2002
110875,Brosteni,1905000,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5
110946,Burila Mare,1906000,315.3,315.3,1051,1051,4204,210.2,315.3,1051
111006,Butoiesti,1907000,487.05,487.05,1623.5,1623.5,6494,324.7,487.05,1623.5
111097,Cazanesti,1908000,320.4,320.4,1068,1068,4272,213.6,320.4,1068
111220,Ciresu,1909000,73.65,73.65,245.5,245.5,982,49.1,73.65,245.5
111275,Corcova,1910000,912.75,912.75,3042.5,3042.5,12170,608.5,912.75,3042.5
111417,Corlatel,1911000,192.45,192.45,641.5,641.5,2566,128.3,192.45,641.5
111444,Cujmir,1912000,502.5,502.5,1675,1675,6700,335,502.5,1675
111480,Devesel,1913000,446.85,446.85,1489.5,1489.5,5958,297.9,446.85,1489.5
111550,Darvari,1914000,391.05,391.05,1303.5,1303.5,5214,260.7,391.05,1303.5
111587,Dumbrava,1915000,208.95,208.95,696.5,696.5,2786,139.3,208.95,696.5
111685,Floresti,1916000,387.9,387.9,1293,1293,5172,258.6,387.9,1293
111783,Garla Mare,1917000,544.8,544.8,1816,1816,7264,363.2,544.8,1816
111818,Godeanu,1918000,87.3,87.3,291,291,1164,58.2,87.3,291
111863,Gogosu,1919000,634.8,634.8,2116,2116,8464,423.2,634.8,2116
111916,Greci,1920000,184.95,184.95,616.5,616.5,2466,123.3,184.95,616.5
111989,Grozesti,1921000,306.45,306.45,1021.5,1021.5,4086,204.3,306.45,1021.5
112030,Gruia,1922000,456.45,456.45,1521.5,1521.5,6086,304.3,456.45,1521.5
112076,Hinova,1923000,433.05,433.05,1443.5,1443.5,5774,288.7,433.05,1443.5
112129,Husnicioara,1924000,192,192,640,640,2560,128,192,640
112245,Eselnita,1925000,435.45,435.45,1451.5,1451.5,5806,290.3,435.45,1451.5
112263,Ilovat,1926000,182.4,182.4,608,608,2432,121.6,182.4,608
112334,Ilovita,1927000,198,198,660,660,2640,132,198,660
112370,Isverna,1928000,321,321,1070,1070,4280,214,321,1070
112469,Izvoru Barzii,1929000,416.25,416.25,1387.5,1387.5,5550,277.5,416.25,1387.5
112548,Jiana,1930000,697.2,697.2,2324,2324,9296,464.8,697.2,2324
112600,Livezile,1931000,219.45,219.45,731.5,731.5,2926,146.3,219.45,731.5
112664,Malovat,1932000,394.35,394.35,1314.5,1314.5,5258,262.9,394.35,1314.5
112744,Obarsia De Camp,1933000,266.55,266.55,888.5,888.5,3554,177.7,266.55,888.5
112771,Oprisor,1934000,335.7,335.7,1119,1119,4476,223.8,335.7,1119
112806,Padina,1935000,186.15,186.15,620.5,620.5,2482,124.1,186.15,620.5
112879,Patulele,1936000,557.55,557.55,1858.5,1858.5,7434,371.7,557.55,1858.5
112904,Dubova,1937000,140.1,140.1,467,467,1868,93.4,140.1,467
112959,Podeni,1938000,126.75,126.75,422.5,422.5,1690,84.5,126.75,422.5
112995,Ponoarele,1939000,367.8,367.8,1226,1226,4904,245.2,367.8,1226
113153,Poroina Mare,1940000,146.55,146.55,488.5,488.5,1954,97.7,146.55,488.5
113206,Pristol,1941000,217.35,217.35,724.5,724.5,2898,144.9,217.35,724.5
113233,Prunisor,1942000,288,288,960,960,3840,192,288,960
113395,Punghina,1943000,492.9,492.9,1643,1643,6572,328.6,492.9,1643
113466,Rogova,1944000,207.6,207.6,692,692,2768,138.4,207.6,692
113493,Salcia,1945000,420.15,420.15,1400.5,1400.5,5602,280.1,420.15,1400.5
113518,Stangaceaua,1946000,194.55,194.55,648.5,648.5,2594,129.7,194.55,648.5
113607,Svinita,1947000,144.15,144.15,480.5,480.5,1922,96.1,144.15,480.5
113625,Sisesti,1948000,393.3,393.3,1311,1311,5244,262.2,393.3,1311
113698,Sovarna,1949000,168.3,168.3,561,561,2244,112.2,168.3,561
113732,Tamna,1950000,495.15,495.15,1650.5,1650.5,6602,330.1,495.15,1650.5
113849,Vanatori,1951000,288.3,288.3,961,961,3844,192.2,288.3,961
113894,Vanjulet,1952000,276.6,276.6,922,922,3688,184.4,276.6,922
113929,Vladaia,1953000,244.5,244.5,815,815,3260,163,244.5,815
113974,Voloiac,1954000,254.4,254.4,848,848,3392,169.6,254.4,848
114060,Branistea,1955000,280.35,280.35,934.5,934.5,3738,186.9,280.35,934.5
114079,Vrata,1956000,288.9,288.9,963,963,3852,192.6,288.9,963
114319,Municipiul Targu Mures,1957000,22542.9,22542.9,75143,75143,300572,15028.6,22542.9,75143
114355,Cristesti,1958000,949.8,949.8,3166,3166,12664,633.2,949.8,3166
114382,Sancraiu De Mures,1959000,1264.95,1264.95,4216.5,4216.5,16866,843.3,1264.95,4216.5
114417,Sangeorgiu De Mures,1960000,1520.85,1520.85,5069.5,5069.5,20278,1013.9,1520.85,5069.5
114453,Santana De Mures,1961000,859.8,859.8,2866,2866,11464,573.2,859.8,2866
114514,Municipiul Sighisoara,1962000,5137.5,5137.5,17125,17125,68500,3425,5137.5,17125
114603,Albesti,1963000,919.5,919.5,3065,3065,12260,613,919.5,3065
114710,Oras Ludus,1964000,2640.9,2640.9,8803,8803,35212,1760.6,2640.9,8803
114809,Municipiul Reghin,1965000,5735.55,5735.55,19118.5,19118.5,76474,3823.7,5735.55,19118.5
114854,Oras Sovata,1966000,1583.55,1583.55,5278.5,5278.5,21114,1055.7,1583.55,5278.5
114925,Municipiul Tarnaveni,1967000,3975,3975,13250,13250,53000,2650,3975,13250
114970,Acatari,1968000,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5
115076,Adamus,1969000,841.65,841.65,2805.5,2805.5,11222,561.1,841.65,2805.5
115147,Alunis,1970000,476.1,476.1,1587,1587,6348,317.4,476.1,1587
115183,Apold,1971000,479.55,479.55,1598.5,1598.5,6394,319.7,479.55,1598.5
115236,Atintis,1972000,236.55,236.55,788.5,788.5,3154,157.7,236.55,788.5
115307,Bahnea,1973000,560.85,560.85,1869.5,1869.5,7478,373.9,560.85,1869.5
115389,Band,1974000,985.65,985.65,3285.5,3285.5,13142,657.1,985.65,3285.5
115520,Batos,1975000,638.55,638.55,2128.5,2128.5,8514,425.7,638.55,2128.5
115575,Bagaciu,1976000,389.85,389.85,1299.5,1299.5,5198,259.9,389.85,1299.5
115600,Bala,1977000,105.6,105.6,352,352,1408,70.4,105.6,352
115637,Balauseri,1978000,771.9,771.9,2573,2573,10292,514.6,771.9,2573
115708,Beica De Jos,1979000,333.3,333.3,1111,1111,4444,222.2,333.3,1111
115771,Bichis,1980000,129.3,129.3,431,431,1724,86.2,129.3,431
115824,Bogata,1981000,289.95,289.95,966.5,966.5,3866,193.3,289.95,966.5
115851,Breaza,1982000,379.05,379.05,1263.5,1263.5,5054,252.7,379.05,1263.5
115897,Brancovenesti,1983000,601.5,601.5,2005,2005,8020,401,601.5,2005
115959,Ceuasu De Campie,1984000,914.55,914.55,3048.5,3048.5,12194,609.7,914.55,3048.5
116046,Chetani,1985000,393.45,393.45,1311.5,1311.5,5246,262.3,393.45,1311.5
116126,Chiheru De Jos,1986000,235.2,235.2,784,784,3136,156.8,235.2,784
116171,Coroisanmartin,1987000,227.85,227.85,759.5,759.5,3038,151.9,227.85,759.5
116224,Cozma,1988000,80.55,80.55,268.5,268.5,1074,53.7,80.55,268.5
116288,Craciunesti,1989000,653.25,653.25,2177.5,2177.5,8710,435.5,653.25,2177.5
116340,Craiesti,1990000,136.05,136.05,453.5,453.5,1814,90.7,136.05,453.5
116395,Cucerdea,1991000,212.1,212.1,707,707,2828,141.4,212.1,707
116439,Cuci,1992000,297.45,297.45,991.5,991.5,3966,198.3,297.45,991.5
116493,Danes,1993000,855.9,855.9,2853,2853,11412,570.6,855.9,2853
116545,Deda,1994000,652.2,652.2,2174,2174,8696,434.8,652.2,2174
116590,Eremitu,1995000,614.55,614.55,2048.5,2048.5,8194,409.7,614.55,2048.5
116652,Ernei,1996000,895.5,895.5,2985,2985,11940,597,895.5,2985
116723,Faragau,1997000,260.7,260.7,869,869,3476,173.8,260.7,869
116796,Fantanele,1998000,745.65,745.65,2485.5,2485.5,9942,497.1,745.65,2485.5
116867,Galesti,1999000,392.25,392.25,1307.5,1307.5,5230,261.5,392.25,1307.5
116938,Ganesti,2000000,546.15,546.15,1820.5,1820.5,7282,364.1,546.15,1820.5
116983,Gheorghe Doja,2001000,436.5,436.5,1455,1455,5820,291,436.5,1455
117042,Ghindari,2002000,508.65,508.65,1695.5,1695.5,6782,339.1,508.65,1695.5
117113,Glodeni,2003000,561.45,561.45,1871.5,1871.5,7486,374.3,561.45,1871.5
117177,Gornesti,2004000,860.25,860.25,2867.5,2867.5,11470,573.5,860.25,2867.5
117275,Grebenisu De Campie,2005000,262.35,262.35,874.5,874.5,3498,174.9,262.35,874.5
117319,Gurghiu,2006000,933,933,3110,3110,12440,622,933,3110
117426,Hodac,2007000,774.15,774.15,2580.5,2580.5,10322,516.1,774.15,2580.5
117505,Hodosa,2008000,184.05,184.05,613.5,613.5,2454,122.7,184.05,613.5
117550,Ibanesti,2009000,643.05,643.05,2143.5,2143.5,8574,428.7,643.05,2143.5
117667,Iclanzel,2010000,321.6,321.6,1072,1072,4288,214.4,321.6,1072
117783,Ideciu De Jos,2011000,319.35,319.35,1064.5,1064.5,4258,212.9,319.35,1064.5
117827,Oras Iernut,2012000,1466.25,1466.25,4887.5,4887.5,19550,977.5,1466.25,4887.5
117925,Livezeni,2013000,490.5,490.5,1635,1635,6540,327,490.5,1635
117998,Lunca,2014000,373.95,373.95,1246.5,1246.5,4986,249.3,373.95,1246.5
118058,Lunca Bradului,2015000,311.4,311.4,1038,1038,4152,207.6,311.4,1038
118094,Magherani,2016000,203.55,203.55,678.5,678.5,2714,135.7,203.55,678.5
118209,Mica,2017000,716.1,716.1,2387,2387,9548,477.4,716.1,2387
118281,Oras Miercurea Nirajului,2018000,915.9,915.9,3053,3053,12212,610.6,915.9,3053
118370,Mihesu De Campie,2019000,375.15,375.15,1250.5,1250.5,5002,250.1,375.15,1250.5
118469,Nades,2020000,449.55,449.55,1498.5,1498.5,5994,299.7,449.55,1498.5
118511,Neaua,2021000,212.4,212.4,708,708,2832,141.6,212.4,708
118575,Ogra,2022000,394.5,394.5,1315,1315,5260,263,394.5,1315
118637,Papiu Ilarian,2023000,134.1,134.1,447,447,1788,89.4,134.1,447
118691,Panet,2024000,917.1,917.1,3057,3057,12228,611.4,917.1,3057
118753,Pasareni,2025000,268.05,268.05,893.5,893.5,3574,178.7,268.05,893.5
118799,Petelea,2026000,456.15,456.15,1520.5,1520.5,6082,304.1,456.15,1520.5
118824,Pogaceaua,2027000,303.6,303.6,1012,1012,4048,202.4,303.6,1012
118931,Rastolita,2028000,276.9,276.9,923,923,3692,184.6,276.9,923
118995,Raciu,2029000,547.8,547.8,1826,1826,7304,365.2,547.8,1826
119153,Rusii-Munti,2030000,328.65,328.65,1095.5,1095.5,4382,219.1,328.65,1095.5
119206,Saschiz,2031000,342,342,1140,1140,4560,228,342,1140
119242,Oras Sarmasu,2032000,1077.6,1077.6,3592,3592,14368,718.4,1077.6,3592
119331,Oras Sangeorgiu De Padure,2033000,820.95,820.95,2736.5,2736.5,10946,547.3,820.95,2736.5
119386,Sanger,2034000,366.45,366.45,1221.5,1221.5,4886,244.3,366.45,1221.5
119466,Sanpaul,2035000,661.95,661.95,2206.5,2206.5,8826,441.3,661.95,2206.5
119527,Sanpetru De Campie,2036000,425.55,425.55,1418.5,1418.5,5674,283.7,425.55,1418.5
119590,Solovastru,2037000,431.55,431.55,1438.5,1438.5,5754,287.7,431.55,1438.5
119625,Stanceni,2038000,220.8,220.8,736,736,2944,147.2,220.8,736
119661,Suplac,2039000,347.4,347.4,1158,1158,4632,231.6,347.4,1158
119723,Suseni,2040000,352.35,352.35,1174.5,1174.5,4698,234.9,352.35,1174.5
119750,Saulia,2041000,309.3,309.3,1031,1031,4124,206.2,309.3,1031
119803,Sincai,2042000,242.85,242.85,809.5,809.5,3238,161.9,242.85,809.5
119858,Taureni,2043000,147.9,147.9,493,493,1972,98.6,147.9,493
119894,Oras Ungheni,2044000,1130.1,1130.1,3767,3767,15068,753.4,1130.1,3767
119974,Valea Larga,2045000,459.3,459.3,1531,1531,6124,306.2,459.3,1531
120076,Vargata,2046000,292.95,292.95,976.5,976.5,3906,195.3,292.95,976.5
120138,Vatava,2047000,297.75,297.75,992.5,992.5,3970,198.5,297.75,992.5
120174,Vetca,2048000,118.5,118.5,395,395,1580,79,118.5,395
120218,Viisoara,2049000,282.9,282.9,943,943,3772,188.6,282.9,943
120254,Vanatori,2050000,650.4,650.4,2168,2168,8672,433.6,650.4,2168
120316,Voivodeni,2051000,270.3,270.3,901,901,3604,180.2,270.3,901
120343,Zagar,2052000,195.6,195.6,652,652,2608,130.4,195.6,652
120370,Zau De Campie,2053000,500.1,500.1,1667,1667,6668,333.4,500.1,1667
120478,Chibed,2054000,265.65,265.65,885.5,885.5,3542,177.1,265.65,885.5
120487,Corunca,2055000,455.7,455.7,1519,1519,6076,303.8,455.7,1519
120496,Sarateni,2056000,222.6,222.6,742,742,2968,148.4,222.6,742
120502,Madaras,2057000,246.15,246.15,820.5,820.5,3282,164.1,246.15,820.5
